household_id,age,gender,education_yrs,household_size,land_size_ha,years_growing_cannabis,distance_to_anrac_km,prior_arrests,household_income_usd,income_post_law_usd,info_access_legal,irrigation_access,food_security,joined_legal_cooperative,willing_stay_legal,income_change_pct,log_income,edu_secondary,any_prior_arrest,distance_quartile,region_Chefchaouen,region_Ouazzane,survey_year,macro_gdp_per_capita,macro_agri_value_added,macro_rural_population,anrac_legal_hectares,anrac_total_licenses,anrac_cooperatives,anrac_pct_legal
394,60,Male,0,10,0.1,26,92.30199999999999,0,400.0,389.0,1,0,1,0,,-2.75,5.993961427306569,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
395,70,Female,12,7,0.77,17,47.2,2,1131.0,1061.0,0,0,1,0,,-6.19,7.0317412587631285,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
396,70,Male,6,10,0.89,16,34.2,0,1293.0,1863.0,0,1,1,1,1.0,44.08,7.165493475060845,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
397,42,Female,0,10,1.62,16,47.1,2,1325.0,1423.0,1,0,3,0,,7.4,7.189922170745808,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
398,26,Female,0,2,3.75,26,59.1,0,5005.0,4947.0,1,0,1,0,,-1.16,8.518392471991719,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
399,53,Female,15,11,0.69,41,22.9,0,817.0,733.0,0,0,1,0,,-10.28,6.706862336602747,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
400,62,Male,6,6,0.1,15,65.1,0,400.0,360.0,1,1,2,0,,-10.0,5.993961427306569,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
401,74,Male,3,9,2.08,6,34.8,1,3535.0,5647.0,1,1,3,1,0.0,59.75,8.170751423757533,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
402,71,Male,3,6,0.1,30,6.399,3,400.0,349.0,0,1,1,0,,-12.75,5.993961427306569,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
403,25,Male,3,9,0.29,5,79.4,0,400.0,393.0,0,1,2,0,,-1.75,5.993961427306569,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
404,70,Male,3,11,1.03,28,54.2,1,1212.0,1167.0,1,1,3,0,,-3.71,7.10085190894405,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
405,55,Female,6,10,1.65,40,23.2,0,1648.0,1512.0,1,1,1,0,,-8.25,7.407924322559599,1,0,Q1_nearest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
406,65,Male,3,2,0.71,12,56.2,0,1443.0,1419.0,1,0,3,0,,-1.66,7.275172319452771,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
407,59,Female,3,11,2.01,27,30.4,1,3611.0,3582.0,1,0,1,0,,-0.8,8.192016914536875,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
408,41,Male,0,3,0.71,24,56.8,1,779.0,668.0,0,1,3,0,,-14.25,6.659293919683638,0,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
409,27,Male,6,7,0.8,27,19.3,1,700.0,637.0,0,1,3,0,,-9.0,6.55250788703459,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
410,41,Male,6,2,0.68,16,51.1,0,1189.0,1039.0,1,0,2,0,,-12.62,7.0817085861055755,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
411,37,Male,12,3,1.35,14,58.4,2,1133.0,1103.0,0,0,1,0,,-2.65,7.033506484287697,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
412,38,Male,3,2,0.1,32,59.5,1,400.0,405.0,1,0,1,0,,1.25,5.993961427306569,0,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
413,68,Male,6,7,0.97,26,16.1,0,1604.0,2105.0,1,0,3,1,1.0,31.23,7.380879035564116,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
414,62,Male,3,7,0.1,9,55.9,0,400.0,354.0,1,0,3,0,,-11.5,5.993961427306569,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
415,61,Male,9,9,0.63,33,26.3,0,448.0,402.0,1,1,1,0,,-10.27,6.1070228877422545,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
416,73,Male,6,2,1.58,11,87.9,0,1899.0,1681.0,0,0,3,0,,-11.48,7.549609165154532,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
417,64,Male,9,3,1.04,23,16.2,3,1724.0,2084.0,1,1,2,1,1.0,20.88,7.45298232946546,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
418,56,Male,12,9,0.6,12,30.2,2,920.0,956.0,1,0,2,0,,3.91,6.825460036255307,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
419,59,Male,3,5,2.45,27,76.1,2,4207.0,3919.0,1,1,1,0,,-6.85,8.344742754417545,0,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
420,64,Male,9,5,0.38,10,84.2,2,400.0,366.0,0,1,1,0,,-8.5,5.993961427306569,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
421,67,Male,9,6,0.5,36,55.2,0,579.0,507.0,1,1,2,0,,-12.44,6.363028103540465,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
422,27,Male,15,7,1.08,3,21.2,3,1630.0,1677.0,1,0,1,0,,2.88,7.396948602621014,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
423,36,Female,9,5,0.1,43,50.7,2,400.0,347.0,0,1,1,0,,-13.25,5.993961427306569,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
424,70,Male,3,4,0.26,37,25.6,1,400.0,341.0,1,1,2,0,,-14.75,5.993961427306569,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
425,69,Male,0,5,1.04,31,75.6,3,1070.0,990.0,0,0,3,0,,-7.48,6.976348070447749,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
426,53,Male,6,10,0.1,25,58.5,0,457.0,569.0,1,0,2,1,0.0,24.51,6.126869184114185,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
427,63,Male,9,11,0.18,33,12.6,1,400.0,403.0,0,1,1,0,,0.75,5.993961427306569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
428,36,Male,6,2,2.18,37,78.1,0,3590.0,3373.0,1,0,2,0,,-6.04,8.186185994226083,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
429,29,Male,9,3,0.32,21,34.4,2,400.0,374.0,0,1,2,0,,-6.5,5.993961427306569,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
430,27,Male,0,8,1.43,7,50.0,0,2326.0,2250.0,1,1,1,0,,-3.27,7.752335163302292,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
431,28,Male,9,9,1.95,37,20.1,0,1699.0,1711.0,1,1,1,0,,0.71,7.438383530044307,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
432,59,Male,3,7,0.7,43,67.8,1,1189.0,1052.0,0,0,2,0,,-11.52,7.0817085861055755,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
433,74,Male,6,5,0.58,36,14.8,1,881.0,925.0,1,0,2,0,,4.99,6.782192056006791,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
434,29,Male,12,6,0.1,44,76.4,0,400.0,380.0,1,0,2,0,,-5.0,5.993961427306569,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
435,67,Male,6,9,2.08,18,34.5,1,3706.0,4941.0,1,0,2,1,1.0,33.32,8.217978203150732,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
436,64,Male,6,4,1.1,9,78.9,0,1414.0,1315.0,0,1,2,0,,-7.0,7.254884810077338,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
437,51,Male,3,4,0.11,29,68.7,0,400.0,347.0,1,0,3,0,,-13.25,5.993961427306569,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
438,29,Male,12,4,0.1,35,45.2,1,400.0,510.0,1,1,3,1,0.0,27.5,5.993961427306569,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
439,68,Female,9,9,1.76,40,35.2,0,2198.0,3488.0,1,1,2,1,0.0,58.69,7.695757990554761,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
440,35,Male,9,5,0.99,20,59.8,0,516.0,533.0,0,1,3,0,,3.29,6.248042874508429,1,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
441,45,Female,6,3,1.41,35,27.5,0,1281.0,1193.0,1,0,2,0,,-6.87,7.156176637480615,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
442,62,Male,0,7,0.2,24,29.2,1,400.0,376.0,0,1,2,0,,-6.0,5.993961427306569,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
443,69,Male,9,9,1.13,35,40.5,2,1054.0,1092.0,1,1,1,0,,3.61,6.961296045910167,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
444,53,Male,3,5,3.88,2,39.1,0,6577.0,8286.0,1,1,2,1,1.0,25.98,8.791486026749002,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
445,36,Female,15,9,0.37,3,49.3,3,885.0,888.0,0,0,1,0,,0.34,6.786716950605081,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
446,30,Male,6,4,0.9,25,45.2,1,878.0,881.0,0,0,2,0,,0.34,6.778784897685177,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
447,26,Male,6,5,1.37,25,50.9,1,1496.0,1307.0,0,0,1,0,,-12.63,7.311218384419629,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
448,58,Male,15,8,0.94,23,42.9,1,1070.0,1037.0,0,0,3,0,,-3.08,6.976348070447749,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
449,69,Male,0,7,1.64,24,46.1,1,2339.0,2096.0,0,1,3,0,,-10.39,7.757906208351747,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
450,39,Male,3,4,0.1,1,55.9,0,400.0,403.0,0,0,1,0,,0.75,5.993961427306569,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
451,74,Male,12,4,0.54,44,28.4,0,677.0,667.0,0,1,1,0,,-1.48,6.519147287940395,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
452,63,Male,9,4,0.18,23,66.6,0,400.0,394.0,0,0,1,0,,-1.5,5.993961427306569,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
453,64,Male,0,11,0.2,1,43.9,0,486.0,466.0,0,0,2,0,,-4.12,6.18826412308259,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
454,31,Male,3,4,2.0,15,20.0,0,2824.0,2539.0,0,1,2,0,,-10.09,7.946263643580541,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
455,55,Male,3,9,0.43,15,19.3,2,802.0,791.0,1,0,2,0,,-1.37,6.688354713946762,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
456,30,Male,6,4,1.48,10,37.7,1,1626.0,1657.0,1,0,3,0,,1.91,7.394493107219038,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
457,51,Female,9,5,1.69,41,65.3,0,2565.0,2528.0,1,0,3,0,,-1.44,7.850103545175582,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
458,59,Male,9,8,1.86,33,14.2,1,1935.0,2253.0,1,0,3,1,1.0,16.43,7.568379267836522,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
459,74,Male,6,7,0.45,6,33.2,0,739.0,774.0,0,0,1,0,,4.74,6.606650186198215,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
460,43,Male,3,11,3.57,9,27.7,0,6265.0,5985.0,0,1,2,0,,-4.47,8.742893471512136,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
461,49,Male,3,9,0.62,2,59.4,1,1031.0,989.0,1,0,3,0,,-4.07,6.939253946041508,0,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
462,69,Male,9,8,0.56,20,47.3,0,773.0,826.0,1,1,2,0,,6.86,6.651571873589727,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
463,54,Male,9,10,0.54,13,53.1,2,667.0,638.0,0,1,3,0,,-4.35,6.504288173536645,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
464,65,Female,9,10,0.74,6,48.6,0,1240.0,1566.0,1,1,2,1,1.0,26.29,7.123672785204607,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
465,27,Male,12,9,1.69,30,52.0,1,1614.0,1503.0,0,1,1,0,,-6.88,7.387090235656757,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
466,74,Male,0,8,0.36,44,23.0,1,656.0,712.0,1,1,1,0,,8.54,6.487684018484611,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
467,31,Male,3,7,2.73,39,40.0,0,2672.0,2642.0,0,1,3,0,,-1.12,7.890956716138919,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
468,43,Male,3,5,0.1,14,6.399,1,400.0,416.0,0,1,1,0,,4.0,5.993961427306569,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
469,73,Male,3,9,1.73,23,33.2,1,2015.0,2185.0,0,1,1,0,,8.44,7.60887062919126,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
470,43,Male,0,4,1.37,16,24.6,0,929.0,875.0,1,1,3,0,,-5.81,6.835184586147301,0,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
471,50,Male,12,6,1.82,40,30.8,0,2402.0,3070.0,1,1,2,1,0.0,27.81,7.784473235736469,1,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
472,63,Male,3,9,0.34,15,38.5,0,400.0,439.0,1,0,1,0,,9.75,5.993961427306569,0,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
473,73,Male,12,8,1.55,29,60.8,1,1858.0,1585.0,1,0,2,0,,-14.69,7.527793987721444,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
474,43,Female,3,2,0.34,1,10.3,3,538.0,531.0,1,0,1,0,,-1.3,6.289715570908998,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
475,48,Male,12,9,0.5,17,16.8,0,694.0,1019.0,1,0,3,1,1.0,46.83,6.543911845564792,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
476,47,Male,6,2,0.1,15,31.1,1,400.0,387.0,0,0,1,0,,-3.25,5.993961427306569,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
477,70,Male,6,10,2.8,15,37.4,0,3739.0,3574.0,1,1,2,0,,-4.41,8.226840890408578,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
478,74,Male,3,3,0.35,27,71.9,0,570.0,583.0,1,1,2,0,,2.28,6.3473892096560105,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
479,43,Male,6,6,0.81,20,78.1,3,1096.0,1117.0,0,0,1,0,,1.92,7.00033446027523,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
480,31,Male,6,2,1.5,24,45.5,0,1668.0,1447.0,0,1,3,0,,-13.25,7.419979923661835,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
481,42,Male,0,10,0.12,16,57.9,0,400.0,413.0,1,0,3,0,,3.25,5.993961427306569,0,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
482,41,Female,12,11,0.24,21,71.2,1,400.0,422.0,1,1,2,0,,5.5,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
483,33,Male,12,3,4.32,38,74.9,2,6452.0,6529.0,0,1,2,0,,1.19,8.77230041793584,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
484,29,Male,3,10,0.39,10,6.9,0,400.0,399.0,1,0,1,0,,-0.25,5.993961427306569,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
485,48,Male,9,5,1.57,5,47.4,0,1710.0,1878.0,1,0,2,0,,9.82,7.444833273892193,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
486,47,Male,9,9,0.96,20,52.4,0,1357.0,1394.0,1,0,2,0,,2.73,7.213768308118642,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
487,43,Male,0,5,1.36,29,30.4,1,1482.0,1423.0,0,0,2,0,,-3.98,7.301822342137932,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
488,39,Female,9,9,0.46,6,36.0,0,655.0,852.0,1,0,2,1,1.0,30.08,6.486160788944089,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
489,55,Male,6,9,1.37,34,27.7,0,2001.0,2378.0,1,1,1,1,1.0,18.84,7.601901959875166,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
490,66,Male,3,7,0.1,30,53.7,0,400.0,386.0,0,0,3,0,,-3.5,5.993961427306569,0,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
491,70,Male,6,8,2.35,22,7.1,1,2205.0,2232.0,0,1,3,0,,1.22,7.698936199813447,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
492,68,Male,6,6,3.03,16,24.8,0,3170.0,2965.0,0,1,2,0,,-6.47,8.061802274538348,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
493,69,Male,9,2,0.87,13,12.5,2,929.0,925.0,1,0,2,0,,-0.43,6.835184586147301,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
494,53,Female,12,8,0.21,40,26.3,0,400.0,569.0,1,1,3,1,1.0,42.25,5.993961427306569,1,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
495,60,Male,3,8,0.7,18,15.6,2,985.0,840.0,1,1,1,0,,-14.72,6.893656354602635,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
496,34,Male,9,6,0.89,30,84.1,2,690.0,637.0,0,0,2,0,,-7.68,6.53813982376767,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
497,68,Male,6,11,0.83,23,55.5,0,1026.0,984.0,1,0,3,0,,-4.09,6.934397209928558,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
498,44,Female,3,4,0.13,15,72.7,0,400.0,389.0,1,1,1,0,,-2.75,5.993961427306569,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
499,32,Male,6,6,5.04,16,11.6,0,4969.0,7417.0,0,0,2,1,1.0,49.27,8.511175119090675,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
500,40,Male,3,5,5.31,37,36.9,1,6988.0,10317.0,0,1,2,1,1.0,47.64,8.85209276347713,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
501,54,Male,6,3,1.07,28,26.6,0,1986.0,2774.0,1,0,2,1,1.0,39.68,7.594381242551817,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
502,57,Male,3,10,0.41,16,20.9,0,577.0,533.0,1,1,2,0,,-7.63,6.359573868672378,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
503,68,Male,3,9,0.45,26,42.6,2,400.0,362.0,1,0,1,0,,-9.5,5.993961427306569,0,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
504,25,Male,9,8,0.15,37,32.0,0,400.0,485.0,1,1,2,1,1.0,21.25,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
505,48,Male,9,10,0.81,24,82.6,0,905.0,780.0,1,0,2,0,,-13.81,6.80903930604298,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
506,65,Male,12,5,2.0,10,10.8,0,2113.0,3172.0,1,1,2,1,1.0,50.12,7.656337166430183,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
507,44,Male,9,2,0.61,25,75.5,2,714.0,767.0,1,0,3,0,,7.42,6.5722825426940075,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
508,73,Male,15,8,3.69,1,86.0,3,5868.0,8587.0,1,1,1,1,1.0,46.34,8.677439540558334,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
509,70,Male,3,7,1.64,5,46.5,0,2741.0,2650.0,0,1,1,0,,-3.32,7.91644286012226,0,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
510,44,Female,12,5,1.02,10,66.0,3,857.0,872.0,0,0,1,0,,1.75,6.754604099487962,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
511,49,Male,6,8,0.1,23,34.6,0,400.0,480.0,1,1,3,1,1.0,20.0,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
512,44,Male,3,2,0.91,40,22.5,1,1304.0,1382.0,1,0,2,0,,5.98,7.173958319756794,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
513,29,Male,3,2,0.98,38,27.6,0,974.0,1020.0,1,0,3,0,,4.72,6.882437470997847,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
514,29,Male,3,10,0.92,10,53.0,1,1079.0,1052.0,0,0,3,0,,-2.5,6.984716320118265,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
515,53,Male,6,4,0.68,14,66.6,0,781.0,853.0,1,0,3,0,,9.22,6.661854740545311,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
516,46,Male,12,6,0.31,33,23.7,0,400.0,482.0,1,1,3,1,1.0,20.5,5.993961427306569,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
517,55,Male,0,5,5.331199999999999,24,18.0,1,7756.489999999999,11635.0,0,0,3,1,1.0,50.0,8.956414107246616,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
518,51,Male,3,4,0.19,33,9.4,0,400.0,420.0,0,0,2,0,,5.0,5.993961427306569,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
519,58,Male,3,6,0.5,6,53.1,0,820.0,752.0,1,1,2,0,,-8.29,6.710523109452428,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
520,26,Male,9,3,2.42,6,28.2,0,2743.0,3749.0,1,1,2,1,1.0,36.68,7.917171988845776,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
521,43,Male,15,5,2.94,28,33.9,0,5144.0,4611.0,1,1,1,0,,-10.36,8.545780648268149,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
522,31,Female,6,5,1.62,38,31.5,3,2823.0,3884.0,1,1,2,1,1.0,37.58,7.945909598613133,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
523,52,Male,3,10,0.1,6,56.5,0,400.0,374.0,1,0,1,0,,-6.5,5.993961427306569,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
524,36,Male,0,11,0.34,39,59.8,2,400.0,350.0,1,0,3,0,,-12.5,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
